 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
15.594072, 58.54247, 0.1379713, 3.527015, 7.264582, 4.90068, 0.03825713, 1.151304, 1.929758, 4.363214, 12.1416, 2.392662, 3.272459, 0.1892057
15.694034, 56.03818, 0.1317566, 3.351399, 6.871636, 4.662204, 0.0363692, 1.101597, 1.836622, 4.133533, 11.55632, 2.250845, 4.485201, 0.1799407
15.793996, 60.56332, 0.1258219, 5.679752, 6.499946, 4.435333, 0.03457443, 1.054036, 1.747982, 3.915941, 10.99924, 2.117434, 4.244618, 0.1711294
15.893958, 61.2472, 0.1201544, 5.396947, 6.148361, 4.219502, 0.03286824, 1.008528, 1.663619, 3.709805, 10.54522, 1.991931, 4.01694, 0.1627496
15.99392, 58.62721, 0.1147423, 5.128224, 6.501514, 4.014173, 0.03124624, 0.9649847, 1.583328, 3.514519, 10.03688, 1.873866, 3.801475, 0.1547801
16.093882, 56.11929, 0.1095739, 4.872881, 7.838403, 3.818836, 0.02970428, 0.9233216, 1.506912, 3.329513, 13.33981, 1.762799, 3.597567, 0.1472009
16.193844, 55.52423, 0.1046383, 4.630251, 7.414419, 3.633005, 0.02823842, 0.8834573, 1.434184, 3.154246, 12.84523, 1.658316, 3.804536, 0.1399928
16.293806, 59.71986, 0.09992503, 5.767075, 11.34274, 3.456217, 0.0268449, 0.8453142, 1.364966, 2.988205, 12.22603, 3.253822, 3.900071, 0.1331376
16.393768, 57.1652, 0.09542407, 6.571712, 10.7292, 6.435411, 0.02552015, 0.8088178, 1.435016, 2.830905, 11.63667, 3.4443, 3.690874, 0.1266182
16.49373, 56.03123, 0.09112585, 6.244495, 10.14885, 8.141208, 0.02426077, 0.7738972, 1.365758, 2.681885, 11.59026, 3.682414, 3.492899, 0.120418
16.593692, 60.98211, 0.08702122, 6.647441, 9.599896, 7.745042, 0.02306353, 0.7404843, 1.299842, 2.540709, 12.3094, 5.465763, 5.504051, 0.1145214
16.693654, 58.37346, 0.08310149, 6.316453, 9.080632, 7.368155, 0.02192538, 0.708514, 1.237108, 2.406965, 11.71602, 5.141799, 5.208818, 0.1089135
16.793616, 55.87639, 0.07935832, 6.001945, 8.589456, 7.009607, 0.0208434, 0.677924, 1.177402, 2.280261, 12.08202, 4.837037, 4.929421, 0.1035803
16.893578, 63.63923, 0.07578374, 5.703098, 8.124846, 6.668507, 0.01981481, 0.6486547, 1.120577, 2.160227, 11.49961, 4.550339, 4.665011, 0.09850816
16.99354, 65.09103, 0.07237019, 5.419131, 7.685369, 6.344006, 0.01883698, 0.6206491, 1.066495, 5.178715, 11.41558, 4.280634, 4.414784, 0.09368443
17.093502, 66.99277, 0.06911039, 5.149302, 7.269663, 6.035295, 0.0179074, 0.5938527, 1.015023, 4.906105, 10.86529, 4.026914, 4.55886, 0.08909691
17.193464, 70.39445, 0.06599742, 5.267114, 7.592954, 5.741607, 0.0170237, 0.5682132, 0.9660346, 5.986992, 12.55676, 3.788233, 4.314327, 0.08473404
17.293426, 71.49599, 0.06302467, 5.952598, 7.601125, 5.46221, 0.01618361, 0.5436807, 0.9194109, 6.669451, 11.95146, 3.563699, 5.22164, 0.0805848
17.393388, 74.39753, 0.06018582, 5.656207, 7.189976, 5.196409, 0.01538497, 0.5202073, 0.8750375, 6.318368, 11.37534, 3.352473, 4.941555, 0.07663874
17.49335, 71.89891, 0.05747485, 5.374575, 6.801066, 4.943543, 0.01462574, 0.4977475, 0.8328057, 5.985767, 12.44104, 3.153768, 4.676494, 0.07288592
17.593312, 71.05032, 0.05488598, 5.106965, 6.433192, 4.702981, 0.01390399, 0.4762573, 0.792612, 5.670673, 12.59112, 2.966839, 4.425651, 0.06931686
17.693274, 68.95975, 0.05241373, 5.578019, 6.085217, 4.474126, 0.01321785, 0.455695, 0.7543583, 5.372166, 12.37374, 2.790991, 4.188263, 0.06592257
17.793236, 66.00983, 0.05005284, 5.30028, 8.480566, 4.256407, 0.01256556, 0.4360204, 0.7179508, 5.089373, 11.77726, 2.625565, 3.963608, 0.06269448
17.893198, 73.07581, 0.04779829, 5.03637, 8.021847, 6.234957, 0.01194547, 0.4171953, 0.6833004, 4.821466, 12.72474, 2.469944, 5.364038, 0.05962448
17.99316, 69.94982, 0.04564529, 6.880503, 7.587941, 5.931552, 0.01135598, 0.3991829, 0.6503223, 4.567662, 12.11134, 2.323546, 5.076315, 0.0567048
18.093122, 66.95756, 0.04358927, 6.537911, 7.177505, 5.642913, 0.01079558, 0.3819483, 0.6189359, 4.327218, 11.52751, 2.185826, 4.804026, 0.05392809
18.193084, 76.4617, 1.199008, 7.76714, 6.789269, 5.368319, 0.01026284, 0.3654577, 0.5890642, 5.674608, 14.20121, 3.813988, 4.546342, 0.05128735
18.293046, 73.19087, 1.145, 10.60021, 6.422034, 5.107087, 0.009756382, 2.36184, 0.5606343, 7.987116, 13.51664, 3.587927, 4.30248, 0.04877593
18.393008, 76.55944, 1.656843, 10.0724, 6.074663, 8.734994, 0.009274919, 2.271991, 0.5335764, 8.987123, 19.4915, 3.375266, 4.071698, 4.008158
18.49297, 74.50588, 1.582213, 9.570881, 5.74608, 8.309934, 0.008817215, 2.173898, 0.5078245, 9.188684, 20.54101, 3.175209, 3.853296, 3.924556
18.592932, 71.31872, 1.510945, 9.09433, 5.435272, 7.905557, 0.008382099, 2.08004, 0.4833154, 8.704988, 19.55083, 2.987009, 3.646608, 3.732379
18.692894, 79.96526, 1.442887, 8.641507, 6.385896, 7.520859, 0.007968455, 1.990234, 0.8260942, 8.246754, 18.60838, 2.809965, 3.451007, 3.549613
18.792856, 76.54456, 1.377894, 8.211231, 6.040479, 7.154881, 0.007575224, 1.904306, 1.821227, 9.737151, 17.71136, 2.643414, 3.265898, 3.375796
18.892818, 73.27019, 1.315829, 7.80238, 5.713746, 6.806711, 0.007201398, 2.028642, 1.733329, 11.48716, 18.19166, 2.486735, 3.090718, 3.797029
18.99278, 76.96443, 2.444349, 7.413886, 5.404686, 6.475484, 0.08783232, 3.4943, 2.929652, 11.32274, 19.09172, 3.536358, 2.924934, 3.611096
19.092742, 77.86517, 2.334247, 7.044735, 5.112344, 6.160376, 0.08349793, 3.343434, 2.788259, 10.7267, 22.16143, 3.326753, 2.768043, 3.434269
19.192704, 84.56586, 2.229105, 8.872283, 5.609306, 5.860601, 0.07937744, 3.199082, 2.653689, 13.07895, 21.09313, 3.129572, 2.619567, 3.2661
19.292666, 85.61652, 2.128699, 8.430516, 5.305896, 9.037342, 0.07546028, 3.060962, 2.525614, 12.39047, 20.07633, 2.944078, 3.479389, 3.106167
19.392628, 86.93459, 2.032815, 8.010746, 5.018897, 12.20866, 0.07173643, 3.475735, 2.403721, 11.73823, 19.9418, 3.44453, 3.292758, 2.954065
19.49259, 83.21575, 1.94125, 7.611877, 4.747422, 11.61456, 0.06819635, 3.32567, 2.28771, 11.12033, 21.01754, 3.730268, 3.116137, 2.809411
19.592552, 84.86832, 1.853809, 7.232869, 4.490631, 12.70411, 0.06483097, 3.182085, 2.177299, 10.53495, 20.00438, 7.635026, 2.94899, 2.67184
19.692514, 87.96885, 1.770307, 6.872731, 4.24773, 13.43748, 0.06163166, 3.044699, 2.072216, 9.980383, 19.04007, 8.543281, 2.790808, 2.541006
19.792476, 87.46938, 1.690567, 6.530526, 8.275203, 14.14728, 0.05859023, 2.913244, 1.972205, 9.455011, 18.12224, 8.036908, 2.641112, 2.416579
19.892438, 87.96988, 1.614418, 6.205359, 10.47737, 13.45885, 0.05569889, 2.787465, 1.877021, 8.957295, 17.44191, 7.560549, 2.499444, 2.298244
19.9924, 91.8204, 1.541699, 5.896384, 9.910645, 16.69191, 0.05295024, 2.867388, 1.78643, 8.485779, 16.89194, 7.112424, 2.365376, 2.185704
20.092362, 94.47083, 1.472256, 5.602792, 9.374574, 15.87965, 0.05033723, 2.743588, 1.700212, 8.039084, 16.30437, 6.69086, 2.2385, 2.078675
20.192324, 91.62129, 1.40594, 5.32382, 8.867497, 15.10692, 0.04785316, 2.625134, 1.618155, 7.615903, 15.51841, 10.69893, 2.118428, 1.976887
20.292286, 88.15139, 1.342612, 5.058737, 8.38785, 14.37179, 0.04549168, 2.511795, 1.540058, 7.214999, 14.77035, 10.06479, 2.004798, 1.880083
20.392248, 84.38051, 1.282136, 4.806854, 7.934146, 13.67243, 0.04324674, 2.403348, 1.615747, 6.835198, 17.55805, 9.468236, 1.897262, 1.78802
20.49221, 84.62251, 1.224384, 4.567513, 7.504984, 13.00711, 0.04111258, 2.299584, 1.537766, 6.47539, 16.71166, 8.907041, 1.795495, 1.700464
20.592172, 83.52291, 1.169234, 4.340088, 7.099036, 12.37416, 0.03908373, 2.2003, 1.463549, 6.134523, 15.90607, 8.379107, 1.79951, 1.617196
20.692134, 90.77326, 1.116568, 4.452599, 6.715044, 11.77201, 0.03715501, 2.105302, 1.392914, 5.811599, 15.13931, 7.882464, 1.702986, 1.538006
20.792096, 89.07359, 1.066274, 4.230896, 6.351824, 11.19916, 0.03532147, 2.014406, 1.325688, 5.505673, 14.40952, 7.415259, 2.205027, 1.462693
20.892058, 90.1856, 1.018245, 4.020232, 6.00825, 10.65419, 0.03357841, 1.927434, 1.261707, 5.215853, 14.5421, 6.975746, 2.086751, 1.391068
20.99202, 86.3277, 2.01154, 3.820058, 5.68326, 10.13574, 0.03192136, 1.844218, 1.200813, 4.941288, 15.51071, 6.562284, 1.974819, 1.322951
21.091982, 83.55316, 1.920933, 3.62985, 5.375849, 9.642516, 0.03034609, 1.764594, 1.5321, 4.681177, 14.76302, 6.173327, 1.868892, 1.258169
21.191944, 79.97898, 1.834408, 5.116459, 5.085067, 9.173294, 0.02884856, 1.688408, 1.458156, 4.434757, 14.7103, 5.807425, 1.768646, 1.196559
21.291906, 85.92824, 1.75178, 4.861701, 4.810013, 8.726906, 0.02742493, 1.615511, 1.821198, 4.20131, 14.00119, 5.463211, 1.673777, 1.137966
21.391868, 82.25246, 1.672874, 4.619629, 7.60402, 8.302239, 0.02607155, 1.545761, 1.733301, 3.980151, 13.32626, 5.139399, 1.583997, 1.082242
21.49183, 83.17558, 1.597522, 5.600517, 7.192714, 7.898238, 0.02478496, 1.479023, 1.649647, 3.770634, 12.68386, 4.834779, 1.499033, 1.029248
21.591792, 93.49313, 1.525564, 5.695796, 7.119025, 7.513895, 0.02356186, 1.415167, 1.57003, 3.572146, 12.16321, 4.548214, 1.418626, 0.9788476
21.691754, 89.49374, 1.456847, 5.412192, 6.733953, 7.148256, 0.02239912, 1.354067, 1.494256, 3.384107, 11.57688, 4.278635, 1.342532, 0.9309156
21.791716, 101.9534, 1.391226, 6.361375, 7.229851, 6.800409, 0.02129375, 1.295605, 1.422139, 3.205966, 11.01882, 4.025034, 3.734362, 0.8853307
21.891678, 97.59209, 1.32856, 6.044631, 8.620756, 6.469489, 0.02024294, 1.239668, 1.353502, 3.037203, 10.48765, 3.786465, 3.534054, 0.8419781
21.99164, 96.03064, 1.268717, 5.743659, 8.154455, 6.154673, 0.01924398, 1.186145, 1.288178, 2.877323, 10.29219, 3.562035, 3.344491, 0.8007483
22.091602, 91.92271, 1.21157, 5.457672, 7.713376, 5.855175, 0.01829432, 1.134933, 1.226007, 2.725859, 11.0422, 3.350909, 3.165095, 0.7615374
22.191564, 87.99049, 1.156997, 5.185925, 7.296155, 5.570252, 0.01739152, 1.085933, 1.166837, 2.582369, 12.92915, 3.152295, 2.995322, 0.7242467
22.291526, 84.22649, 1.104882, 4.927709, 6.901502, 5.299194, 0.01653328, 1.039048, 1.110522, 2.446432, 12.30589, 2.965454, 2.834655, 0.6887819
22.391488, 92.32737, 1.055114, 5.375559, 6.528196, 5.041326, 0.01571739, 2.948109, 1.056925, 9.689174, 12.70065, 2.789688, 2.682607, 0.6550538
22.49145, 91.72755, 1.722144, 5.107901, 6.175082, 4.796006, 0.01494176, 2.820825, 1.005914, 9.179131, 12.08841, 2.624339, 2.538714, 0.6229773
22.591412, 92.62774, 1.644573, 4.85357, 5.841068, 4.562624, 0.0142044, 2.997665, 0.957366, 8.695937, 12.28598, 2.46879, 2.402539, 1.596221
22.691374, 93.17885, 1.570496, 4.611902, 5.525122, 4.340599, 0.01350344, 2.868241, 0.9111608, 8.238179, 11.69373, 2.322462, 2.468874, 1.518058
22.791336, 89.19291, 1.499755, 5.379169, 5.226265, 4.129378, 0.01283706, 2.744405, 1.540966, 7.804518, 11.13003, 2.184806, 2.336445, 1.443722
22.891298, 85.37747, 1.432201, 5.111331, 4.943573, 3.928435, 0.01220358, 2.625916, 1.466594, 7.393685, 11.7866, 2.055309, 2.21112, 1.373026
22.99126, 81.72525, 1.36769, 4.856829, 4.676173, 3.73727, 0.01160135, 2.512542, 1.395812, 7.004478, 11.21842, 1.933488, 2.092518, 1.305792
23.091222, 78.22926, 1.306085, 4.614998, 4.423236, 3.555408, 0.01102884, 2.404064, 1.328446, 6.635759, 15.89223, 1.818887, 1.980277, 1.24185
23.191184, 74.88282, 1.247254, 4.385209, 4.183981, 3.382396, 0.01048458, 2.300269, 1.264331, 6.28645, 16.8281, 1.711079, 1.874056, 1.181039
23.291146, 71.67953, 1.191074, 4.166862, 3.957667, 3.217802, 0.009967185, 2.200955, 1.203311, 5.955529, 16.0169, 1.609661, 1.773533, 1.123206
23.391108, 68.61327, 1.137424, 3.959387, 3.743595, 3.061219, 0.00947532, 2.105929, 1.145236, 5.642027, 15.2448, 1.514254, 1.756574, 1.068206
23.49107, 65.67818, 1.08619, 3.762242, 3.541102, 2.912254, 0.009007727, 2.015006, 1.089964, 5.345028, 14.50992, 1.424502, 1.662353, 1.015898
23.591032, 62.86864, 1.037264, 3.574913, 3.349561, 2.770539, 0.008563208, 1.928008, 1.037359, 5.063663, 15.46551, 1.34007, 1.841971, 0.9661517
23.690994, 69.10034, 0.9905424, 3.396912, 3.168382, 2.635719, 0.008140627, 1.844766, 0.9872928, 4.79711, 14.71999, 1.260642, 1.743169, 0.9188414
23.790956, 66.14441, 0.945925, 3.227773, 2.997002, 2.507461, 0.0077389, 1.765119, 0.9396432, 4.544588, 14.01041, 1.185922, 2.054759, 0.8738477
23.890918, 63.31492, 0.9033173, 3.067057, 2.834893, 2.385443, 0.007356997, 1.68891, 0.8942932, 4.305359, 13.33504, 1.11563, 2.679759, 0.8310573
23.99088, 60.60648, 0.8626288, 2.914343, 2.681552, 2.269363, 0.006993941, 1.615992, 0.8511321, 4.078722, 12.69222, 1.049505, 2.798347, 0.7903622
24.090842, 58.01389, 0.8237731, 2.769233, 2.536505, 2.158932, 0.0066488, 1.546221, 0.810054, 3.864017, 12.08039, 0.9872997, 2.648246, 0.75166
24.190804, 55.53221, 0.7866675, 2.631348, 5.684381, 2.053874, 0.006320692, 1.479464, 0.7709584, 3.660613, 11.49805, 0.9287811, 2.506196, 0.7148529
24.290766, 56.37956, 0.7512333, 2.500328, 5.775324, 1.953929, 0.006008775, 1.415588, 0.7337498, 3.467917, 10.94379, 0.8737308, 2.371766, 0.6798481
24.390728, 57.47961, 0.7173952, 2.375833, 7.205817, 1.858848, 0.005712252, 1.35447, 0.6983369, 3.285364, 10.41624, 0.8219435, 4.754827, 0.6465575
24.49069, 66.98605, 0.6850813, 2.257536, 6.81605, 1.768393, 0.005430361, 1.295991, 0.6646332, 3.112421, 9.914123, 0.7732257, 4.499783, 0.614897
24.590652, 64.12056, 0.6542229, 2.145129, 6.447366, 1.68234, 0.00516238, 1.240037, 0.632556, 2.948582, 9.436211, 0.7273955, 4.258418, 0.5847868
24.690614, 61.37766, 0.6247545, 2.038319, 6.098625, 1.600474, 0.004907625, 1.186498, 0.602027, 2.793367, 8.981336, 0.6842818, 4.03, 0.556151
24.790576, 76.42993, 0.5966134, 3.072368, 5.768747, 1.522592, 0.004665441, 1.135271, 0.5729715, 2.646323, 8.548388, 0.6437234, 3.813834, 0.5289176
24.890538, 86.32995, 0.5697399, 2.91939, 5.456712, 5.853423, 0.004435209, 1.086256, 0.5453182, 2.507019, 9.073674, 0.6055689, 3.745634, 0.5030176
24.9905, 85.53002, 0.5440769, 3.469968, 5.161556, 5.568585, 0.004216338, 1.039357, 0.5189996, 2.375049, 8.636276, 0.569676, 3.544721, 0.478386
25.090462, 84.19019, 0.5195698, 3.297192, 6.093504, 6.338452, 0.004008268, 0.9944831, 0.4939512, 2.250025, 8.219962, 0.5359105, 3.354585, 0.4549604
25.190424, 80.58876, 0.4961666, 3.133019, 5.957152, 6.030012, 0.003810466, 0.9515464, 0.4701117, 2.131583, 7.823717, 0.5041463, 3.174648, 0.432682
25.290386, 92.98012, 0.4738175, 4.881557, 6.593505, 5.736581, 0.003622426, 0.9104635, 0.4474227, 2.019375, 7.446573, 0.4742648, 4.492261, 0.4114946
25.390348, 93.73016, 0.4524752, 4.638495, 6.682376, 5.457428, 0.003443665, 0.8711544, 0.4258288, 1.913074, 7.08761, 0.4461544, 5.669526, 0.3913446
25.49031, 92.73021, 0.4320941, 4.407536, 6.320922, 5.82261, 0.003273725, 0.8335424, 0.4052771, 1.812369, 7.721701, 0.4197102, 5.365417, 0.3721813
25.590272, 98.33028, 0.4126311, 4.188077, 5.97902, 5.539272, 0.003112172, 0.7975543, 0.3857172, 1.716965, 7.349475, 0.3948334, 5.077621, 0.3539564
25.690234, 98.22985, 0.3940448, 3.979545, 5.655612, 6.650714, 0.002958591, 0.7631201, 0.3671014, 1.626584, 6.995193, 0.3714311, 5.117957, 0.3366239
25.790196, 94.02784, 0.3762957, 3.781397, 6.71967, 6.327079, 0.002812589, 0.7301725, 0.8719619, 1.54096, 6.657988, 0.3494158, 4.843434, 0.3201402
25.890158, 96.23036, 0.359346, 3.593114, 6.3562, 6.019192, 0.002673792, 0.6986474, 0.8298784, 1.459843, 6.337038, 0.3287054, 4.583636, 0.3044637
25.99012, 92.78045, 0.3431599, 4.961731, 6.012389, 5.726287, 0.002541844, 0.6684834, 0.7898261, 1.382996, 6.03156, 0.3092225, 4.337773, 0.2895547
26.090082, 89.82153, 0.3277028, 4.714678, 6.756639, 5.447636, 0.002416408, 0.6396217, 0.7517068, 1.310195, 6.985154, 0.2908944, 4.105099, 0.2753759
26.190044, 85.9792, 0.3129419, 4.479926, 6.391169, 5.182545, 0.002297162, 0.6120061, 0.7154273, 1.241225, 6.648433, 0.2736527, 3.884905, 0.2618914
26.290006, 93.68051, 0.2988459, 4.256863, 8.387292, 4.930353, 0.002183801, 0.5855828, 0.6808987, 1.175887, 6.327944, 0.2574329, 6.478904, 0.2490671
26.389968, 95.1806, 0.2853849, 4.044906, 7.933619, 8.237939, 0.002076034, 0.5603004, 0.6480366, 1.113988, 10.141, 0.2421745, 6.131381, 0.2368709
26.48993, 97.18063, 0.2725302, 4.757236, 8.253382, 8.565241, 0.001973585, 0.5361094, 0.6167605, 1.055347, 9.652147, 0.2278205, 5.802498, 0.2252718
26.589892, 95.38061, 0.2602545, 4.520364, 7.806952, 8.14844, 0.001876191, 0.512963, 0.5869939, 0.9997929, 9.186863, 0.2143172, 5.491257, 0.2142408
26.689854, 91.38063, 0.2485318, 4.295288, 7.384669, 8.444013, 0.001783604, 0.4908159, 0.5586638, 0.9471633, 8.744009, 0.2016144, 5.196711, 0.2037499
26.789816, 91.57519, 0.237337, 4.081418, 6.985228, 8.033113, 0.001695586, 0.469625, 0.5317011, 0.8973042, 8.322503, 0.1896644, 4.952882, 0.1937727
26.889778, 87.65785, 0.2266466, 3.878197, 6.607393, 9.363853, 0.001611911, 0.449349, 0.5060397, 0.8500698, 9.292287, 0.1784227, 4.687214, 0.1842841
26.98974, 90.83227, 0.2164376, 6.242965, 7.824497, 8.90819, 0.001532366, 0.4299484, 0.4816167, 0.8053217, 10.19231, 0.1678473, 4.798638, 0.1752601
27.089702, 86.94669, 0.2066886, 5.932117, 7.401266, 8.474702, 0.001456746, 0.4113854, 0.4583725, 0.7629292, 10.19228, 0.1578988, 4.541244, 0.166678
27.189664, 84.98078, 0.1973786, 5.636746, 7.617049, 8.062308, 0.001384858, 0.3936239, 0.4362502, 0.7227682, 10.17334, 0.1485399, 5.188445, 0.1585161
27.289626, 89.83084, 0.188488, 5.356082, 7.205038, 7.669982, 0.001316517, 0.3766293, 0.4151954, 0.6847214, 9.68293, 0.1397357, 4.910141, 0.1507539
27.389588, 86.38078, 0.1799978, 5.17824, 8.691857, 7.296747, 0.001251549, 0.3603684, 0.3951569, 0.6486773, 9.216162, 0.1314534, 4.646765, 0.1433719
27.48955, 89.83082, 0.1718901, 4.920407, 8.22171, 6.941675, 0.001189787, 0.3448095, 0.3760855, 0.6145307, 8.771895, 0.1236619, 4.397516, 0.1363513
27.589512, 87.40942, 0.1641476, 4.675411, 7.776993, 6.60388, 0.001131073, 0.3299224, 1.159829, 0.5821815, 9.140193, 0.1163323, 4.161637, 0.1296744
27.689474, 83.67028, 0.1567538, 4.442614, 7.356332, 6.282524, 0.001075256, 0.3156781, 1.217419, 0.5515352, 8.699588, 0.1094371, 3.938411, 0.1233246
27.789436, 88.38085, 0.1496931, 4.221408, 6.958424, 5.976805, 0.001022194, 0.3020487, 1.158663, 0.5225022, 9.584914, 0.1029506, 4.498464, 0.1172856
27.889398, 89.18092, 0.1429504, 4.011217, 6.582038, 5.685963, 0.0009717501, 0.2890078, 1.102742, 0.4949974, 9.122871, 0.09684858, 4.25717, 0.1115424
27.98936, 88.63088, 0.1365115, 3.811492, 6.226012, 5.409274, 0.0009237957, 0.2765299, 1.049521, 0.4689406, 10.54232, 0.09110822, 4.028819, 0.1060804
28.089322, 87.93095, 0.1303625, 3.621711, 5.889244, 5.146049, 0.0008782078, 0.2645908, 0.998868, 0.4442553, 14.24825, 0.0857081, 3.812716, 0.1008859
28.189284, 87.43096, 0.1244906, 3.44138, 5.570691, 4.895633, 0.0008348696, 0.2531671, 0.9506598, 0.4208695, 13.56141, 0.08062806, 3.608205, 0.09594575
28.289246, 87.75317, 0.1188831, 6.332318, 5.26937, 4.657403, 0.00079367, 0.2422366, 0.9047782, 0.3987148, 13.12566, 0.07584912, 3.414664, 0.09124749
28.389208, 83.99932, 0.1135282, 6.017021, 4.984346, 4.430766, 0.0007545036, 0.2317781, 0.861111, 0.3777262, 12.49293, 0.07135344, 5.187822, 0.08677931
28.48917, 86.90603, 0.1084145, 5.717423, 4.71474, 7.837925, 0.00071727, 0.2217711, 0.8195513, 0.3578425, 11.89071, 0.06712421, 4.909552, 0.08252992
28.589132, 83.18842, 0.1035311, 5.432743, 7.125707, 8.003624, 0.0006818738, 0.2121962, 0.7799973, 0.3390055, 13.04229, 0.06314567, 4.646207, 0.07848862
28.689094, 79.62984, 0.09886773, 5.162237, 6.740273, 7.614153, 0.0006482244, 0.4205057, 0.7423524, 4.695828, 12.94148, 2.825524, 4.396989, 0.07464521
28.789056, 82.78101, 0.09441439, 4.9052, 6.375688, 9.571263, 0.0006162355, 0.4023504, 0.9531397, 4.448637, 12.31763, 8.214542, 4.554763, 0.07099
28.889018, 84.40589, 0.09016164, 4.660962, 6.85001, 12.10831, 0.0005858252, 0.384979, 0.9071383, 4.214459, 11.72386, 7.727654, 5.524374, 0.06751378
28.98898, 80.79523, 0.08610046, 4.491669, 6.479489, 11.5191, 0.0005569156, 0.3683576, 0.8633572, 5.299768, 12.35244, 7.269625, 5.228051, 0.06420778
29.088942, 86.03278, 0.0822222, 4.268021, 7.452925, 10.95856, 0.0005294327, 0.3524538, 0.8216891, 5.987268, 11.75699, 8.301722, 4.947623, 0.06106367
29.188904, 82.35252, 0.07851863, 4.055509, 7.049793, 10.42529, 0.000503306, 0.3372367, 0.782032, 6.520805, 11.94229, 8.016016, 4.883325, 0.05807351
29.288866, 78.8297, 0.07498188, 3.853578, 6.668466, 9.917981, 0.0004784686, 0.3226765, 0.7442889, 6.177547, 11.81573, 10.08548, 4.621387, 0.05522978
29.388828, 82.05267, 0.07160445, 4.362784, 8.542088, 9.435354, 0.0004548569, 0.308745, 0.7083674, 5.852359, 11.24615, 9.4877, 4.373499, 0.0525253
29.48879, 78.54267, 0.06837913, 4.145554, 8.080041, 8.976213, 0.0004324105, 0.295415, 0.6741795, 5.544288, 10.70402, 8.92535, 4.649643, 0.04995326
29.588752, 75.18282, 0.0652991, 3.939139, 7.642987, 8.539414, 0.0004110717, 0.2826605, 0.6416417, 5.252434, 10.18804, 8.396332, 4.40024, 0.04750716
29.688714, 77.08107, 0.06235781, 5.01718, 7.229574, 8.123871, 0.0003907859, 0.2704566, 0.6106741, 4.975944, 10.89174, 7.898669, 4.164215, 0.04518084
29.788676, 80.47439, 0.5114821, 5.198871, 7.866246, 11.07486, 0.0003715012, 0.2587797, 1.366117, 5.43906, 10.3667, 7.430503, 3.94085, 0.04296843
29.888638, 77.03191, 0.4884432, 4.94001, 7.911687, 10.53594, 0.0003531682, 0.2476069, 1.300184, 5.152746, 9.866971, 6.990087, 3.729466, 0.04086436
29.9886, 80.93112, 0.466442, 4.694038, 8.303638, 11.97129, 0.0003357399, 0.2369165, 1.237433, 5.737268, 9.442321, 6.575774, 4.626709, 0.03886332
30.088562, 80.84951, 0.4454319, 4.460313, 7.854489, 18.73916, 0.0003191716, 0.2266877, 3.937634, 6.737268, 14.36549, 6.186018, 4.378536, 0.03696027
30.188524, 77.39098, 0.4253681, 4.238226, 8.275304, 17.82728, 0.000303421, 2.326855, 4.048718, 9.029313, 13.673, 5.819364, 4.378857, 0.5874124
30.288486, 74.0804, 0.4062081, 4.027198, 9.026573, 16.95977, 0.0002884476, 2.226394, 5.549891, 8.554006, 16.19232, 5.474442, 4.143979, 1.850535
30.388448, 82.53112, 1.077998, 3.826677, 8.538321, 16.13448, 0.0002742132, 3.542312, 5.282038, 15.1454, 24.7923, 5.149964, 6.179763, 1.905728
30.48841, 84.18115, 1.029441, 3.63614, 8.820806, 15.34935, 0.0002606812, 3.389373, 5.027112, 14.34814, 32.94229, 4.844718, 6.719769, 1.812409
30.588372, 86.73108, 0.9830719, 4.288622, 9.270446, 14.60242, 0.000247817, 3.243037, 4.784489, 14.67477, 44.19232, 4.557564, 6.359326, 1.723659
30.688334, 87.31916, 0.938791, 4.075084, 8.769002, 13.89184, 0.0002355876, 3.10302, 5.948996, 15.86227, 48.8923, 4.287431, 6.018217, 1.639256
30.788296, 83.58387, 0.8965047, 3.872178, 8.294682, 13.21584, 0.0002239617, 2.969047, 5.66188, 15.58746, 61.3923, 4.033309, 5.695405, 1.558985
30.888258, 80.00838, 0.8561231, 3.679376, 8.914985, 12.57273, 0.0002129095, 2.840859, 5.388621, 14.76693, 68.9423, 3.794248, 5.389908, 1.482645
30.98822, 81.93117, 0.8175604, 3.496173, 8.432768, 11.96092, 0.0002024027, 2.718205, 5.128551, 15.23727, 76.09232, 3.569358, 5.899271, 1.410043
31.088182, 86.53109, 0.7807347, 3.322093, 7.976634, 11.37888, 0.0001924145, 2.600847, 4.881032, 15.14019, 85.69233, 3.357797, 5.582839, 1.340996
31.188144, 87.51449, 0.7455677, 3.15668, 7.545174, 10.82516, 0.0001829191, 2.488556, 4.64546, 14.34321, 87.0423, 3.158775, 5.28338, 1.275331
31.288106, 83.77085, 0.7119848, 2.999503, 7.137051, 10.29839, 0.0001738923, 2.381113, 4.421256, 16.34082, 93.24235, 2.97155, 4.999984, 2.595154
31.388068, 81.24274, 0.6799145, 4.850524, 7.658337, 9.797256, 0.000165311, 2.278309, 4.207873, 15.48064, 96.09232, 2.795422, 4.731789, 2.468075
31.48803, 77.7674, 0.6492889, 6.052076, 7.244093, 9.320504, 0.0001571532, 2.179943, 4.00479, 14.66573, 94.14231, 2.629733, 4.477979, 2.347219
