 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
930.746182, -0.001596081, -0.002530553, -0.006301912, -0.008144075, -0.004759856, -0.02099032, -0.005358318, 0.0005175023, -0.006007129, -0.009316584, -0.007200774, -0.007382865
930.846144, -0.008339834, -0.002380701, -0.008048309, -0.006221287, -0.003797411, -0.01840127, -0.001534086, -0.001467524, -0.008267347, -0.007467751, -0.008807699, -0.007199843
930.946106, -0.004381933, 0.001834909, -0.004504328, -0.008641765, -0.0008503785, -0.01807686, -0.007012284, -7.102794e-05, -0.006468118, -0.008216945, -0.008816712, -0.00653137
931.046068, -0.004919934, 0.001689119, -0.007145734, -0.009351743, -0.004810955, -0.01823879, -0.006902928, 0.002913841, -0.008997904, -0.006380185, -0.008958112, -0.008619977
931.14603, -0.007588437, 0.0001666525, -0.004048983, -0.007725907, -0.002624518, -0.01675067, -0.004411767, -0.001788003, -0.009063611, -0.005985015, -0.005810198, -0.003644223
931.245992, -0.008202255, -0.002465139, -0.003354635, -0.00629785, -0.003692985, -0.01604508, -0.004646067, 5.614018e-05, -0.01007496, -0.006531983, -0.005835663, -0.007715983
931.345954, -0.007959096, 0.0001043972, -0.00500446, -0.006043397, -0.001861216, -0.01835374, -0.005853989, -0.002511198, -0.006937953, -0.007615262, -0.007878895, -0.008980419
931.445916, -0.006127962, -0.005409661, -0.007309712, -0.00645402, -0.003811446, -0.01485323, -0.005917491, -0.0005329423, -0.009046598, -0.006779631, -0.007643893, -0.009944919
931.545878, -0.009968163, 0.001078314, -0.005698336, -0.006363401, -0.002275346, -0.02247702, -0.004489385, -0.00179779, -0.007741222, -0.01031157, -0.006803546, -0.008521263
931.64584, -0.005968557, -0.007089644, -0.005978505, -0.01035613, -0.003355916, -0.02101244, -0.004112161, 0.002449802, -0.008644525, -0.004316902, -0.004515185, -0.01036066
931.745802, -0.00528746, -0.001983732, -0.005284959, -0.007352112, -0.00406059, -0.01994137, -0.008068158, -0.001539035, -0.009242708, -0.01107806, -0.007753866, -0.010012
931.845764, -0.002308794, -0.006944482, -0.007025991, -0.009131969, -0.001998483, -0.02013046, -0.00489282, -0.003055703, -0.006711848, -0.007679008, -0.006240884, -0.0095475
931.945726, -0.0004677963, -0.007291144, -0.01136419, -0.00803041, -0.003465293, -0.01985096, -0.004049303, -0.0001171614, -0.009432254, -0.01051272, -0.007919041, -0.009677507
932.045688, -0.005839086, -0.002812521, -0.01116213, -0.006113411, -0.008045609, -0.01750397, -0.003435163, 0.0001464484, -0.007088658, -0.009997224, -0.009682808, -0.007608073
932.14565, 0.0003687042, -0.004463894, -0.009184469, -0.01087668, -0.002818621, -0.0211531, -0.002317694, 0.001062438, -0.007388069, -0.009774514, -0.009530857, -0.009892447
932.2456120000001, -0.002133437, -0.004962879, -0.009067716, -0.008874208, -0.003517923, -0.01984492, -0.002677755, -0.001289823, -0.008799299, -0.01037721, -0.006378491, -0.008286869
932.3455740000001, -0.007578283, -0.005576659, -0.01075585, -0.008951492, -0.0008276203, -0.02139447, -0.002183078, -0.001417947, -0.007244213, -0.009774706, -0.007880826, -0.009558758
932.4455359999999, -0.009208375, -0.00332058, -0.01115916, -0.009134086, -0.004328817, -0.01839376, -0.004429896, 0.0008183228, -0.007170766, -0.006655859, -0.01019755, -0.009213272
932.545498, -0.004298056, -0.00835395, -0.01178027, -0.009485928, -0.006040614, -0.01882009, -0.004470797, -0.0008273149, -0.009373937, -0.01087829, -0.009784915, -0.01108226
932.64546, -0.003843192, -0.005365391, -0.009611997, -0.0116413, -0.005779163, -0.0221674, -0.007602624, -0.002757456, -0.004157258, -0.009514693, -0.006230847, -0.009379739
932.745422, -0.01048991, -0.007372079, -0.007971356, -0.009892183, -0.007180594, -0.02097637, -0.005618897, -0.002971321, -0.005587727, -0.007703187, -0.007505571, -0.01315109
932.845384, -0.01196263, -0.01048395, -0.009410193, -0.007956467, -0.004969455, -0.02012342, -0.005720496, -0.002422811, -0.003440212, -0.008421251, -0.0121535, -0.008567625
932.945346, -0.003826441, -0.007034062, -0.01145891, -0.008084953, -0.004574292, -0.01620544, -0.005132779, -0.002465419, -0.009579143, -0.009563196, -0.009260893, -0.008804
933.045308, -0.004056093, -0.002039826, -0.01146681, -0.007621417, -0.003947645, -0.01851046, -0.00573897, 0.001777503, -0.004667738, -0.009764869, -0.01024266, -0.009559762
933.14527, -0.008913189, -0.003860471, -0.01326201, -0.007985471, -0.007248386, -0.01609056, -0.004368353, 0.003383988, -0.007672978, -0.008074548, -0.01152172, -0.01261588
933.245232, -0.008054639, -0.006064711, -0.009645584, -0.009437047, -0.003218384, -0.01276906, -0.003893768, 0.001817313, -0.007625168, -0.008259136, -0.01075741, -0.008569722
933.345194, -0.009512184, -0.0009278602, -0.008523539, -0.008093415, -0.001734191, -0.01411215, -0.005692006, 0.002534064, -0.01003833, -0.01221669, -0.01054518, -0.009704022
933.445156, -0.005435843, -0.004315168, -0.009033673, -0.007830021, -0.001323664, -0.009976901, -0.002790337, 0.001570367, -0.008059446, -0.004932464, -0.009204321, -0.01074069
933.545118, -0.006303487, -0.003995339, -0.008922674, -0.008190975, -0.001984135, -0.01484576, -0.004438507, 0.002239137, -0.01089525, -0.008079331, -0.01189089, -0.01231091
933.64508, -0.008435518, -0.007806194, -0.008170498, -0.009827023, -0.000247399, -0.01638757, -0.003491759, 0.001270748, -0.009131303, -0.00633173, -0.01140416, -0.01158579
933.745042, -0.007362215, -0.007784777, -0.009563304, -0.007134798, -0.002622879, -0.01673055, -0.007740678, 0.007162025, -0.006683742, -0.006783522, -0.01096148, -0.01032749
933.845004, -0.006889008, -0.00494637, -0.006848516, -0.008427464, -0.00211153, -0.01452931, -0.004853271, 0.002363254, -0.008522806, -0.007818747, -0.0102104, -0.01063281
933.944966, -0.007361068, -0.009930463, -0.007206135, -0.0114652, -0.004538931, -0.0210088, -0.006653912, 0.001317425, -0.008736037, -0.008856593, -0.008953111, -0.009636328
934.044928, -0.008046608, -0.004464157, -0.01073851, -0.01032962, -0.001843961, -0.01848841, -0.006718363, 0.0007817527, -0.007592019, -0.006774699, -0.008306544, -0.01059888
934.14489, -0.01019579, -0.009594662, -0.01162324, -0.01174198, -0.006264379, -0.02010403, -0.004074153, -0.00195969, -0.007357767, -0.006135286, -0.009986199, -0.0114386
934.244852, -0.00849784, -0.01249269, -0.009983045, -0.00757882, -0.0045019, -0.02060544, -0.009157412, 0.001738254, -0.006465539, -0.009510396, -0.008697314, -0.01116639
934.344814, -0.01071601, -0.01179499, -0.007913938, -0.01111227, -0.004776493, -0.02211109, -0.004510254, -6.366087e-05, -0.006715647, -0.008117483, -0.009569644, -0.01127384
934.444776, -0.00843194, -0.01317196, -0.008608384, -0.0120201, -0.003972708, -0.02380022, -0.004413279, -0.0007820107, -0.01025311, -0.007563034, -0.0072597, -0.01117007
934.5447380000001, -0.004128668, -0.009310091, -0.01146366, -0.008588377, -0.004918288, -0.02474061, -0.009300951, -0.003358261, -0.007640168, -0.007401647, -0.01203936, -0.009707443
934.6446999999999, -0.009809744, -0.01403276, -0.01269382, -0.00831164, -0.006178178, -0.02022429, -0.008367978, -0.003560738, -0.008249301, -0.01001792, -0.009300539, -0.01150146
934.7446619999999, -0.007356553, -0.01214869, -0.01038619, -0.01056586, -0.006919293, -0.02467499, -0.008488423, -0.002260325, -0.009824254, -0.007385065, -0.008163041, -0.008987885
934.844624, -0.005516009, -0.01327644, -0.01164662, -0.00899222, -0.00603336, -0.02596445, -0.004952854, -0.003428363, -0.007408729, -0.007215825, -0.009697475, -0.01050205
934.944586, -0.00558592, -0.00887434, -0.011936, -0.01118688, -0.008311054, -0.02061319, -0.006523167, -0.00213051, -0.005292331, -0.004605379, -0.01072444, -0.009441672
935.044548, -0.006970123, -0.01179373, -0.01281017, -0.008988079, -0.008164238, -0.02433836, -0.004060535, -0.002463368, -0.007216185, -0.00776212, -0.01118092, -0.01154794
935.14451, -0.004124187, -0.0128413, -0.01382994, -0.01085219, -0.008059396, -0.02400303, -0.007417663, -0.0005302875, -0.007987093, -0.008831162, -0.01074397, -0.01004844
935.244472, -0.004983611, -0.01415968, -0.01427821, -0.008847399, -0.004307613, -0.02550877, -0.005299742, -0.001118194, -0.009140287, -0.006820799, -0.008986226, -0.009702559
935.344434, -0.009191035, -0.01580774, -0.01098093, -0.01065771, -0.004978742, -0.02276419, -0.008899172, -0.001458545, -0.008150894, -0.007048133, -0.01226509, -0.01039085
935.444396, -0.005592566, -0.01734653, -0.01233063, -0.01045115, -0.01043955, -0.0226031, -0.008526517, -0.002077575, -0.01071239, -0.005069341, -0.00986725, -0.01047315
935.544358, -0.008434789, -0.01126066, -0.0116856, -0.01083601, -0.007220092, -0.02542021, -0.008134682, -6.875372e-05, -0.006641902, -0.007028597, -0.008241627, -0.01047386
935.64432, -0.00835432, -0.01278439, -0.01175583, -0.009432629, -0.00708842, -0.02243995, -0.008467282, -0.001708852, -0.007443126, -0.006486441, -0.007352484, -0.00883668
935.744282, -0.007425371, -0.01347457, -0.01200777, -0.01046812, -0.008405996, -0.02529405, -0.0074208, 8.964317e-05, -0.007972312, -0.01173536, -0.01076691, -0.009254551
935.844244, -0.00772077, -0.01319043, -0.01128393, -0.01259908, -0.008581188, -0.02098445, -0.008829224, -0.001586572, -0.008720687, -0.01060298, -0.007824194, -0.009098599
935.944206, -0.004810049, -0.01339678, -0.01322474, -0.01122872, -0.008493111, -0.02324582, -0.006384004, 0.002412254, -0.005307919, -0.007123183, -0.008797947, -0.008979715
936.044168, -0.00789756, -0.01090396, -0.01367719, -0.01051987, -0.008272367, -0.02348184, -0.006622458, 0.0009373949, -0.008967502, -0.007772735, -0.01110842, -0.01201446
936.14413, -0.008905793, -0.005631253, -0.01133512, -0.01054109, -0.009247907, -0.02741734, -0.005820503, -2.373557e-05, -0.007259959, -0.004951261, -0.00981607, -0.0100094
936.244092, -0.005966851, -0.01071186, -0.01255147, -0.007770689, -0.004607194, -0.02275374, -0.007290505, 0.002157793, -0.009618768, -0.006654304, -0.006808157, -0.01045665
936.344054, -0.006823082, -0.01326019, -0.01068359, -0.009078381, -0.002712371, -0.02213802, -0.004381603, -0.0007441986, -0.008081299, -0.003958572, -0.01461163, -0.007951885
936.444016, -0.004444865, -0.01064351, -0.01144982, -0.007150217, -0.002279807, -0.01991877, -0.001318619, -0.001376796, -0.008175137, -0.004355924, -0.009646224, -0.008483518
936.543978, -0.005053598, -0.005791651, -0.00901329, -0.008878887, -0.007193817, -0.02214566, -0.004870677, 0.000549063, -0.009877628, -0.00196515, -0.01099575, -0.00828653
936.64394, -0.006438597, -0.01416895, -0.01083736, -0.009361399, -0.003517237, -0.02043356, -0.005573029, -0.002175111, -0.007736962, -0.008784941, -0.00755269, -0.0113572
936.743902, -0.007276028, -0.004398522, -0.0111952, -0.01132494, -0.003104615, -0.02004439, -0.004192756, -0.002298463, -0.009190147, -0.008639877, -0.008857131, -0.009677755
936.8438640000001, -0.004220161, -0.003153787, -0.0105977, -0.007192249, -0.003358115, -0.01668262, -0.003754336, -0.0001933934, -0.008398389, -0.007801984, -0.005902243, -0.009795344
936.9438259999999, -0.005588323, 0.00217246, -0.009192889, -0.008111104, -0.004603832, -0.0103986, -0.003280413, -0.0001540583, -0.009411216, -0.003483505, -0.007865431, -0.008643503
937.0437879999999, 0.001082024, 0.008201318, -0.009943848, -0.006394855, 0.002461378, -0.008138963, -0.001400991, 0.004730148, -0.01025473, -0.003988537, -0.009116814, -0.008453331
937.14375, 0.001696502, 0.01215698, -0.00863405, -0.01000431, 0.0008897426, -0.01105689, -0.007069464, 0.002494258, -0.009740954, -0.009679208, -0.009856937, -0.005853918
937.243712, 0.001079844, 0.01306932, -0.01117457, -0.007482155, -0.003807703, -0.008229462, -0.004102201, 0.000262421, -0.00657019, -0.009962544, -0.009931111, -0.005474131
937.343674, 0.002840097, 0.0106367, -0.008312797, -0.007550871, 0.0003787567, -0.00708318, -0.001568809, -0.000532952, -0.009034865, -0.009163501, -0.0136363, -0.00263682
937.443636, 0.001538198, 0.01231288, -0.004970627, -0.006500299, -0.0004926199, -0.009839635, -0.004930815, 0.002749332, -0.006951092, -0.007205675, -0.008131682, -0.003060111
937.543598, 0.002610726, 0.01167943, -0.009932917, -0.008951511, -0.001857093, -0.00859542, -0.006332575, 0.002030095, -0.005994077, -0.008473638, -0.01000639, -0.003142718
937.64356, 0.00447326, 0.00300203, -0.01230477, -0.01016417, -0.002857093, -0.008611051, -0.004037768, 0.0008119793, -0.00817869, -0.007667221, -0.01148149, -0.002867744
937.743522, 0.006307337, 0.008896163, -0.008888469, -0.008370112, 3.684149e-05, -0.004887264, -0.005781624, 0.0003824307, -0.00955601, -0.01123321, -0.01107022, -0.00394259
937.843484, 0.001983732, 0.009360529, -0.009734698, -0.005314854, 0.0009522116, -0.006004162, -0.004975044, 0.002405266, -0.01093096, -0.006737248, -0.006934081, -0.003060152
937.943446, 0.001090339, 0.01110862, -0.009022049, -0.004936728, -0.0004727421, -0.005404769, -0.005421109, 0.0002724957, -0.007471337, -0.01072196, -0.01111102, -0.005892975
938.043408, -0.003596242, 0.01270271, -0.01155289, -0.006166798, 0.002846249, -0.0002504345, -0.004964792, 0.00190074, -0.006937129, -0.008907774, -0.007527788, -0.004308564
938.14337, 0.004139252, 0.0129328, -0.01109696, -0.008055446, -0.0003291474, -0.006685696, -0.003532067, -0.001291308, -0.00769489, -0.00883801, -0.01050076, -0.004093774
938.243332, 0.002846106, 0.01229981, -0.01176836, -0.008355395, 0.003525498, -0.004180977, -0.002744239, 0.001405542, -0.01026639, -0.005110257, -0.01072509, -0.005269572
938.343294, 0.01240858, 0.01180259, -0.009203825, -0.00672026, 0.002098568, -0.00765947, -0.003429607, 0.002232988, -0.01040908, -0.009391805, -0.008435003, -0.004532993
938.443256, 0.00828361, 0.008423094, -0.009118789, -0.007404906, 0.002243386, -0.005895086, -0.005136955, 0.0006443541, -0.009976804, -0.007602289, -0.00856268, -0.006804105
938.543218, 0.01273142, 0.009301592, -0.008183736, -0.008427989, 0.0009725594, -0.00867804, -0.00492676, 0.0008897064, -0.008520639, -0.01131454, -0.007903622, -0.004631119
938.64318, 0.01181909, 0.008614742, -0.01150713, -0.006781219, -0.00109632, -0.00872362, -0.005483918, -0.002760554, -0.00619799, -0.009002473, -0.0036296, -0.004351061
938.743142, 0.01035685, 0.005912878, -0.01169928, -0.007578172, 0.0009375363, -0.00892294, -0.004243865, -0.00183137, -0.01136858, -0.01182924, -0.008957546, -0.004809225
938.843104, 0.009278795, 0.005584134, -0.01297899, -0.0078097, 0.001225746, -0.01034389, -0.001427387, -0.001204117, -0.008483554, -0.01099175, -0.01096013, -0.006578708
938.943066, 0.01050378, 0.006059767, -0.01067054, -0.007714264, -0.001072777, -0.007856535, -0.007218846, -0.0004854357, -0.01153422, -0.01099396, -0.009740723, -0.006680781
939.043028, 0.01870157, 0.009398267, -0.009163272, -0.009805741, -0.000186398, -0.006693783, -0.003335668, 0.004135409, -0.01000913, -0.007639932, -0.005904817, -0.004705851
939.1429900000001, 0.0241564, 0.001438612, -0.006221651, -0.008674722, 0.001481198, -0.006010251, -0.00350185, 0.001692791, -0.008865794, -0.005255176, -0.004443293, -0.005934585
939.2429519999999, 0.02616315, 0.00482268, -0.007104164, -0.006258476, -0.0006838377, -0.005575274, -0.006318022, 0.002580049, -0.01218893, -0.008321564, -0.006149736, -0.008161212
939.342914, 0.02786971, 0.001491631, -0.007626207, -0.006632077, -0.0008930601, -0.00702947, -0.002252658, -0.00200725, -0.00852408, -0.008175431, -0.007802839, -0.005282441
939.442876, 0.03918492, -0.002748895, -0.00366784, -0.005363854, -2.168643e-06, -0.007182781, -0.001905391, 0.000728487, -0.01023181, -0.003097916, -0.001010524, -0.00210669
939.542838, 0.03451611, -0.0005421694, -0.004081013, -0.00620962, -0.0004928528, -0.006308291, -0.0005803411, -0.001336357, -0.008881545, -0.00598315, -0.006597599, -0.008257259
939.6428, 0.03490405, -0.0008660606, -0.004562177, -0.00730579, -0.0007545236, -0.005961623, 0.0004299732, 0.001369082, -0.01209813, -0.003098211, -0.00433486, -0.004545478
939.742762, 0.03996299, -0.001621394, -0.004571489, -0.009138735, -0.002785792, -0.01007222, 0.0012431, 1.221366e-05, -0.009787822, -0.005303439, -0.004705396, -0.006729743
939.842724, 0.030231, -0.004412598, -0.005747872, -0.006543342, -0.002288454, -0.005494119, -0.0008275502, -0.002711996, -0.008023424, -0.002431329, -0.003088381, -0.00616256
939.942686, 0.03642263, -0.002659915, -0.005033382, -0.008881457, -0.005240942, -0.006348569, -0.002440016, 0.001985666, -0.007946044, -0.01197419, -0.004234993, -0.007037092
940.042648, 0.03937566, -0.005576359, -0.007907627, -0.006236813, -0.001818012, -0.006560355, -0.001716048, 0.0006466499, -0.007768099, -0.01014711, -0.005822197, -0.0063773
940.14261, 0.05002054, -0.01146896, -0.009588446, -0.00852938, -0.005107308, -0.005403468, 0.0007944056, 0.001692613, -0.007315937, -0.007355276, -0.009028876, -0.006138779
940.242572, 0.04504002, -0.01153829, -0.008819532, -0.007327997, -0.003718719, -0.005422665, 0.0006737324, 0.001944691, -0.005915907, -0.009398378, -0.006200766, -0.006949564
940.342534, 0.05055442, -0.008340325, -0.003417704, -0.006319914, -0.006065587, -0.004432738, -0.002644768, 0.001398673, -0.008867755, -0.009647847, -0.005535066, -0.0077986
940.442496, 0.04617231, -0.007921927, -0.008735165, -0.00873644, -0.005635902, -0.007925064, -0.005502751, 0.001988293, -0.008509181, -0.0115964, -0.01080362, -0.009316971
940.542458, 0.04416734, -0.01199861, -0.00799785, -0.007962705, -0.001710528, -0.01072403, -0.004537825, 0.00312784, -0.01009205, -0.01235631, -0.01428433, -0.008744121
940.64242, 0.04447024, -0.009731472, -0.005250697, -0.006618799, -0.003205942, -0.01521594, -0.004692827, 9.286916e-05, -0.007206985, -0.0113224, -0.01122232, -0.009785941
940.742382, 0.04356884, -0.01320598, -0.0117881, -0.006812845, -0.004534066, -0.01191026, -0.006160846, 0.0006486219, -0.00763972, -0.009167923, -0.008422962, -0.006190343
940.842344, 0.04152074, -0.01478631, -0.01245099, -0.008809087, 0.0009386006, -0.01351464, 0.00154556, 0.004515244, -0.009330699, -0.003377849, -0.007340975, -0.00651639
940.942306, 0.04573105, -0.01519055, -0.01083322, -0.008167537, -0.002099212, -0.01371354, 0.0006677495, -0.002762869, -0.00892885, 0.002904123, -0.008836364, -0.007420355
941.042268, 0.04226191, -0.01532455, -0.00765282, -0.008625555, -0.003739677, -0.01326072, -0.004160683, -0.001334019, -0.007678404, -0.003599809, -0.008817493, -0.005808207
941.14223, 0.04542806, -0.01568932, -0.005499866, -0.007282043, 0.001371162, -0.0165802, -0.00225133, -0.0004148214, -0.009375758, -0.003022577, -0.006892988, -0.007685716
941.242192, 0.04020426, -0.01374012, -0.01329708, -0.008926963, -0.002964609, -0.01698691, -0.00144737, -0.001798433, -0.008325787, -0.00808413, -0.009790445, -0.01096108
941.3421540000001, 0.03697873, -0.01915913, -0.00998591, -0.01069872, -0.00489439, -0.01720897, -0.00139662, 0.0008541406, -0.007924525, -0.00494891, -0.009049124, -0.008628057
941.4421160000001, 0.03399142, -0.01810682, -0.009849132, -0.009120021, -0.00733421, -0.01624369, -0.00367412, 0.002075249, -0.008286791, -0.006860639, -0.0102436, -0.00829812
941.5420779999999, 0.03712846, -0.01362953, -0.01161349, -0.007416625, -0.004799593, -0.0161756, -0.002280393, 5.821968e-05, -0.007763403, -0.01017284, -0.01352468, -0.007223149
941.64204, 0.03352762, -0.02037221, -0.009951089, -0.009308767, -0.002322865, -0.01150137, -0.004599697, 0.00573562, -0.008547982, -0.009741627, -0.01137369, -0.007637998
941.742002, 0.03490351, -0.01284308, -0.009889396, -0.00843749, -0.006682627, -0.01880174, -0.001110843, 0.003672971, -0.005938891, -0.006687651, -0.008102213, -0.007414417
941.841964, 0.03336057, -0.02205121, -0.009495416, -0.01091485, -0.005750943, -0.01791228, -0.002315187, 0.003498849, -0.01022494, -0.005950972, -0.007830853, -0.007001438
941.941926, 0.03590108, -0.01680455, -0.009498386, -0.009427099, -0.004106367, -0.0183373, -0.007275301, 0.002781631, -0.01090927, -0.006650535, -0.01069884, -0.01008361
942.041888, 0.03228494, -0.01533902, -0.009419712, -0.009488391, -0.001808252, -0.01864522, -0.003178163, -0.001255338, -0.01059194, -0.00786454, -0.007928896, -0.01067593
942.14185, 0.02858613, -0.01678421, -0.006119229, -0.00977518, -0.006501735, -0.02179254, -0.008152869, -0.002723571, -0.01103373, -0.007998865, -0.009134145, -0.009707233
942.241812, 0.03090978, -0.01243919, -0.006134864, -0.008450985, -0.00585422, -0.01856745, -0.002431386, 0.003295051, -0.0130731, -0.007386962, -0.01091305, -0.009899778
942.341774, 0.02857345, -0.01151807, -0.005167053, -0.007275672, -0.006716772, -0.01689783, -0.004794667, 0.003922174, -0.01311204, -0.00742988, -0.01030338, -0.009936915
942.441736, 0.02761736, -0.01493056, -0.008616299, -0.0101422, -0.008200799, -0.01962379, -0.007223121, 0.002237185, -0.009160293, -0.009171704, -0.008279335, -0.008881013
942.541698, 0.02644751, -0.01658099, -0.007374676, -0.009382579, -0.009501904, -0.02080699, -0.006148891, 0.003165544, -0.008451957, -0.005117933, -0.009257584, -0.008915488
942.64166, 0.02470191, -0.01658683, -0.009835398, -0.008564518, -0.01234905, -0.02101029, -0.003509293, 0.001777502, -0.009372751, -0.009335027, -0.009905178, -0.01475751
942.741622, 0.02736549, -0.0183713, -0.007309372, -0.007945605, -0.006649032, -0.02103778, -0.00610876, 0.0003448495, -0.01139484, -0.007205194, -0.0100866, -0.007273849
942.841584, 0.022448, -0.01546662, -0.004644389, -0.006331383, -0.005715079, -0.02264279, -0.008942535, -0.001122683, -0.01015969, -0.007209277, -0.008283868, -0.009792827
942.941546, 0.02101442, -0.01410733, -0.004560591, -0.009834999, -0.00691222, -0.02165011, -0.004177947, 0.002702337, -0.008106839, -0.01154809, -0.009551998, -0.009738482
943.041508, 0.01780688, -0.01851738, -0.007908774, -0.01027556, -0.007138973, -0.02045922, -0.005468656, 0.002491477, -0.005381816, -0.01092042, -0.01040274, -0.01044731
943.14147, 0.01750903, -0.01978287, -0.00756634, -0.008996563, -0.007938733, -0.02259331, -0.001623497, 0.0009837085, -0.006999155, -0.005492115, -0.007711492, -0.01212231
943.241432, 0.02000884, -0.01835266, -0.009665259, -0.008559868, -0.01038479, -0.01933142, -0.005960274, 0.001944033, -0.006258039, -0.006384677, -0.009212054, -0.01074074
943.341394, 0.02033856, -0.01845367, -0.011728, -0.01005491, -0.009018147, -0.01914334, -0.007880097, -0.0001533516, -0.009916405, -0.007261014, -0.01107735, -0.01097873
943.441356, 0.01986275, -0.01422601, -0.01054116, -0.0116371, -0.007217838, -0.02056309, -0.004364426, -0.0007102045, -0.009435546, -0.009910527, -0.006760578, -0.008102722
943.541318, 0.01940995, -0.01524385, -0.01333677, -0.009906001, -0.00495084, -0.01995368, -0.006283639, 0.001152065, -0.008966543, -0.007360878, -0.00555578, -0.01019871
943.6412800000001, 0.01357441, -0.01693273, -0.01137352, -0.01014437, -0.008804122, -0.02180015, -0.007575544, 0.001820181, -0.006810461, -0.006038012, -0.009669603, -0.009135656
943.7412420000001, 0.01718513, -0.01644862, -0.01034695, -0.007211556, -0.005587562, -0.02185188, -0.006073799, 0.002951044, -0.008083412, -0.007116543, -0.007831806, -0.01195841
943.8412039999999, 0.01243062, -0.01721524, -0.009886056, -0.01089048, -0.005128178, -0.01867644, -0.006634654, 0.007327887, -0.006724497, -0.007134208, -0.01069411, -0.008329763
943.941166, 0.01321594, -0.02081344, -0.01093031, -0.01138318, -0.004089498, -0.01763035, -0.008883504, 0.003628439, -0.004928174, -0.009380806, -0.01203987, -0.01238482
944.041128, 0.01811627, -0.02273171, -0.01406145, -0.007012242, -0.005863308, -0.02126248, -0.003069848, 0.007160587, -0.00675328, -0.01025029, -0.01114218, -0.01200371
944.14109, 0.01312432, -0.016676, -0.009153101, -0.009008078, -0.006106448, -0.02411802, -0.006331021, 0.005186269, -0.006153776, -0.006054322, -0.01015875, -0.01051591
944.241052, 0.01374058, -0.02414897, -0.01145486, -0.009626812, -0.006225584, -0.01945914, -0.005516401, 0.005100251, -0.008451711, -0.008000777, -0.008693966, -0.00897698
944.341014, 0.01420551, -0.01713855, -0.01333256, -0.01020426, -0.007851007, -0.02116222, -0.009761756, 0.007837135, -0.01125122, -0.008247555, -0.008880643, -0.009644575
944.440976, 0.01451429, -0.0147233, -0.01045152, -0.007153908, -0.006027191, -0.02120874, -0.005234342, 0.003628056, -0.01137658, -0.007548882, -0.009080987, -0.008835368
944.540938, 0.01311743, -0.0134396, -0.009658217, -0.01212784, -0.004908647, -0.02087497, -0.00612795, 0.004886172, -0.007506793, -0.00561158, -0.008956352, -0.01074459
944.6409, 0.010756, -0.01311616, -0.009124346, -0.009623569, -0.005473854, -0.02228435, -0.00453086, 0.007250205, -0.00729112, -0.01024604, -0.007820623, -0.01077568
944.740862, 0.01059094, -0.01886714, -0.008980281, -0.0121462, -0.006802103, -0.01626594, -0.007443879, 0.008885076, -0.01086556, -0.008525851, -0.009269198, -0.01146397
944.840824, 0.01051765, -0.01832151, -0.008636868, -0.008622404, -0.007389975, -0.02051728, -0.0115752, 0.004849594, -0.007553051, -0.00749301, -0.01163945, -0.01063434
944.940786, 0.008681748, -0.021755, -0.008873592, -0.01175544, -0.004935899, -0.01767862, -0.008602303, 0.003459714, -0.009400229, -0.007990084, -0.007707389, -0.009635181
945.040748, 0.005532026, -0.02142705, -0.01031542, -0.008744139, -0.006729146, -0.02510267, -0.006496824, 0.005102631, -0.008124947, -0.009023715, -0.007919735, -0.01213706
945.14071, 0.01113698, -0.01907213, -0.008932998, -0.01062753, -0.007443437, -0.02104178, -0.004562127, 0.008761849, -0.008328646, -0.008826622, -0.01129213, -0.01226306
945.240672, 0.01219509, -0.02199033, -0.0113677, -0.01009301, -0.008799397, -0.02177821, -0.003346506, 0.003043881, -0.009446748, -0.006900407, -0.01015521, -0.01108882
945.340634, 0.003997769, -0.01851657, -0.009686798, -0.009722022, -0.009703518, -0.02151224, -0.00885015, 0.001491867, -0.01107388, -0.004479763, -0.01072357, -0.01058915
945.440596, 0.005224701, -0.01457352, -0.01034551, -0.01153709, -0.008167075, -0.01753772, -0.00624673, 0.002285633, -0.008060322, -0.008258926, -0.007604817, -0.009643259
945.540558, 0.003086162, -0.0169271, -0.01072155, -0.01145357, -0.01133715, -0.02145869, -0.005110989, 0.003289714, -0.007451007, -0.008681732, -0.007636565, -0.01050162
945.64052, 0.005601027, -0.01761386, -0.01000703, -0.01005996, -0.006735608, -0.02133979, -0.00680965, 0.0006810052, -0.01055709, -0.008344986, -0.01111987, -0.00872298
945.740482, 0.003382677, -0.01846382, -0.008016897, -0.009476151, -0.008419842, -0.02177809, -0.01058102, 1.55938e-05, -0.007195622, -0.007894274, -0.008920182, -0.01100388
945.840444, 0.004025023, -0.019376, -0.006332608, -0.007872665, -0.005448155, -0.02344811, -0.008221918, 0.003003794, -0.01033703, -0.004503462, -0.01121118, -0.01350033
945.9404060000001, 0.0051563, -0.01740191, -0.003828031, -0.01007507, -0.00907177, -0.02476075, -0.00822496, 0.001684608, -0.00996639, -0.008164808, -0.01253664, -0.009859147
946.0403679999999, 0.004525376, -0.01402031, -0.002492577, -0.01048124, -0.007081884, -0.01828182, -0.01119504, 0.001652252, -0.01166448, -0.005040144, -0.009657304, -0.01070614
